Food_Name,Calories_kcal,Carbs_g,Protein_g,Fat_g,Sodium_mg,Fiber_g,Saturated_Fat_g,Meal_Type
chicken back cooked,93,0.0,8.0,6.5,91.0,0.0,1.8,Breakfast
chicken leg fried,431,13.8,34.4,25.5,400.0,0.5,6.8,Snack
chicken feet cooked,975,0.9,88.0,66.2,300.0,0.0,17.8,Lunch
turkey steak fried,179,10.9,9.1,10.8,500.0,0.0,2.8,Snack
turkey taco meat cooked,271,5.5,30.7,13.9,1200.0,0.0,3.2,Breakfast
chicken leg raw,736,0.6,56.3,54.9,300.0,0.0,15.0,Dinner
chicken meat raw,1978,0.0,171.1,138.6,600.0,0.0,39.7,Breakfast
chicken neck cooked,94,0.0,7.5,6.9,85.0,0.0,1.9,Breakfast
chicken drumstick fried,193,6.0,15.8,11.3,200.0,0.2,3.0,Breakfast
quail egg,14,0.08,1.2,1.0,42.0,0.0,0.3,Breakfast
duck meat cooked,472,0.0,26.6,39.7,41.0,0.0,13.5,Dinner
chicken wing roasted,216,0.0,20.2,14.3,39.0,0.0,4.2,Dinner
quail meat cooked,1028,0.0,113.7,63.9,200.0,0.0,17.9,Snack
goose meat cooked,427,0.0,35.2,30.7,89.0,0.0,9.6,Lunch
chicken breast cooked,114,0.0,17.3,4.5,58.0,0.0,1.3,Dinner
chicken neck raw,149,0.0,7.0,13.1,27.0,0.0,3.6,Dinner
duck egg,130,1.0,9.0,9.6,100.0,0.0,2.6,Lunch
pheasant breast raw,484,0.0,88.7,11.8,100.0,0.0,4.0,Dinner
duck meat raw,5123,0.0,145.7,498.8,800.0,0.0,167.6,Breakfast
squab meat raw,585,0.0,36.8,47.4,100.0,0.0,16.8,Breakfast
chicken drumstick raw,211,0.1,23.4,12.4,100.0,0.0,3.3,Lunch
turkey meat roasted,284,0.031,42.8,11.1,200.0,0.0,3.2,Snack
chicken breast raw,299,0.0,36.3,16.1,100.0,0.0,4.6,Snack
ground chicken cooked,474,0.0,58.4,27.4,200.0,0.0,7.8,Lunch
turkey wing cooked,426,0.0,50.9,23.1,100.0,0.0,6.3,Lunch
goose meat raw,6077,0.0,259.8,550.7,1200.0,0.0,160.2,Breakfast
turkey breast roasted,3266,0.0,496.1,128.0,1100.0,0.0,36.3,Snack
chicken fajita strips,13,0.2,1.7,0.5,44.0,0.0,0.2,Dinner
crispy chicken strips tyson,145,0.0,0.0,6.0,0.0,0.0,7.7,Breakfast
chocolate pudding fat free,105,23.6,2.2,0.3,100.0,0.3,0.0,Lunch
tapioca pudding,143,23.9,2.1,4.3,200.0,0.0,1.1,Snack
tapioca pudding fat free,105,23.9,1.6,0.4,200.0,0.0,0.1,Dinner
rice pudding,122,20.8,3.6,2.4,100.0,0.3,1.4,Dinner
corn pudding,328,42.4,11.1,12.6,700.0,3.0,6.3,Breakfast
chocolate pudding,213,34.5,3.1,6.9,200.0,0.0,1.9,Snack
lemon pudding,173,30.2,4.1,4.4,400.0,0.0,2.6,Snack
vanilla pudding,195,33.9,2.2,5.7,300.0,0.0,1.5,Lunch
profeel proteiinirahka valio,140,19.3,175.0,0.4,0.0,0.0,0.2,Snack
cottage cheese creamed,20,0.7,2.2,0.9,95.0,0.0,0.3,Snack
zaziki milfina,51,0.0,0.0,4.4,0.0,0.0,1.6,Breakfast
cottage cheese low fat,163,6.1,28.0,2.3,900.0,0.0,1.5,Snack
cottage cheese nonfat,104,9.7,15.0,0.4,500.0,0.0,0.2,Dinner
vanilla yogurt low fat,208,33.8,12.1,3.1,200.0,0.0,2.0,Breakfast
classique yogurt plain 2 liberte,30,1.7,3.3,1.2,0.0,0.0,0.7,Breakfast
yoplait light strawberry yogurt yoplait,79,0.074,0.0,0.0,0.0,0.0,14.1,Lunch
vanilla yogurt,145,23.5,8.4,2.1,100.0,0.0,1.3,Snack
chocolate yogurt,168,35.3,5.3,0.0,200.0,1.8,0.0,Lunch
yogurt parfait,125,23.6,5.0,1.5,48.0,1.6,0.8,Dinner
yogurt,92,7.0,5.2,4.9,5.0,0.0,3.1,Breakfast
chocolate frozen yogurt,221,37.6,5.2,6.3,100.0,4.0,4.0,Breakfast
frozen yogurt,221,37.6,5.2,6.3,100.0,0.0,4.0,Breakfast
yogurt low fat,154,17.2,12.9,3.8,200.0,0.0,2.5,Dinner
vanilla yoghurt oikos,120,0.0,0.0,1.8,0.0,0.0,24.0,Dinner
fruit yogurt,149,28.0,6.0,1.7,13.0,0.0,1.1,Lunch
danone low fat alsafi,88,0.089,0.0,1.7,0.0,0.0,1.0,Lunch
fruit n yogurt parfait mcdonalds,156,30.9,4.1,1.9,65.0,1.5,0.044,Lunch
triple zero greek yogurt dannon oikos,120,22.5,0.038,0.0,0.0,0.0,0.0,Snack
greek yogurt,100,6.1,17.3,0.7,81.0,0.0,0.2,Breakfast
chocolate rasberry protein mini proteinfx,102,0.0,0.0,2.9,0.0,0.0,1.8,Breakfast
gushers fruit gushers,360,0.2,0.0,6.0,0.0,0.0,80.0,Lunch
egg fried,90,0.4,6.3,6.8,43.0,0.0,2.0,Breakfast
glucerna abbott,1010,120.9,0.0,35.6,0.0,12.8,2.8,Lunch
sports drink,26,7.2,0.0,0.0,73.0,0.0,0.0,Snack
peanut butter cookie protein syntha 6,200,5.0,0.0,6.0,0.0,0.0,15.0,Snack
hanfprotein pulver rohkostqualitat veganz,107,14.2,0.0,3.1,0.0,0.0,0.3,Dinner
smoothie high protein creamy chocolate slimfast,110,2.1,12.0,3.5,200.0,0.0,0.5,Snack
egg large,138,0.0,0.0,9.3,0.0,0.0,0.5,Lunch
boysenberries frozen,66,16.1,1.5,0.3,64.0,7.0,0.049,Snack
malt beverage,88,19.1,0.5,0.3,20.0,0.0,0.005,Dinner
chocolate powder for milk,88,19.9,1.0,0.5,12.0,1.0,0.5,Breakfast
vegetable fruit juice,9,2.2,0.071,0.017,43.0,0.0,0.0,Lunch
cocoa powder unsweetened,12,3.1,1.1,0.7,62.0,1.8,0.4,Breakfast
coconut milk,35,0.8,0.3,3.6,1.0,0.3,3.2,Dinner
cocoa powder,28,5.9,0.5,0.3,34.0,0.3,0.2,Dinner
rice drink,113,22.0,0.7,2.3,58.0,0.7,0.0,Dinner
coconut water,46,8.9,1.7,0.5,300.0,2.6,0.4,Breakfast
caramel med iced coffee dunkin donuts,268,0.0,0.0,9.0,0.0,0.0,41.0,Breakfast
instant coffee with water decaffeinated,4,0.8,0.2,0.0,93.0,0.0,0.024,Breakfast
instant coffee powder,353,75.4,12.2,0.5,51.0,0.0,0.2,Breakfast
instant coffee powder decaffeinated,6,1.4,0.2,0.069,90.0,0.0,0.015,Dinner
instant cappuccino powder,53,11.2,0.4,0.7,74.0,0.2,0.4,Dinner
coffee decaffeinated,0,0.0,0.2,0.0,58.0,0.0,0.087,Lunch
espresso decaffeinated,3,0.5,0.065,0.011,11.0,0.0,0.037,Lunch
instant coffee with water,4,0.6,0.2,0.0,15.0,0.0,0.051,Breakfast
coffee,2,0.0,0.3,0.069,75.0,0.0,0.011,Snack
espresso,3,0.5,0.021,0.086,83.0,0.0,0.068,Snack
whey protein powder vanilla eas,108,0.0,0.0,1.7,0.0,0.0,1.4,Dinner
energy drink sugar free red bull,13,1.8,0.6,0.2,8.0,0.0,0.0,Dinner
powerade coca cola,9,2.3,0.0,0.009,5.0,0.0,0.076,Dinner
amp energy pepsi,110,29.0,0.6,0.2,93.0,0.0,0.0,Lunch
gatorade g2 pepsi,2,0.6,0.069,0.052,11.0,0.0,0.0,Lunch
amp energy sugar free pepsi,5,2.5,0.0,0.0,93.0,0.0,0.0,Dinner
energy drink red bull,111,26.4,1.2,0.0,100.0,0.0,0.0,Dinner
powerade zero ion4 coca cola,0,0.0,0.0,0.0,30.0,0.0,0.0,Dinner
full throttle coca cola,110,29.0,0.6,0.2,71.0,0.0,0.0,Snack
passion fruit juice purple,148,35.7,1.7,0.4,84.0,0.5,0.064,Lunch
pomegranate juice,134,32.7,0.4,0.7,89.0,0.2,0.2,Snack
cranberry apricot juice,157,39.7,0.5,0.0,7.0,0.2,0.0,Snack
pineapple juice,133,32.2,0.9,0.3,75.0,0.5,0.071,Dinner
passion fruit juice yellow,126,33.6,1.0,0.1,3.0,0.5,0.008,Dinner
orange apricot juice,128,31.8,0.8,0.3,96.0,0.3,0.001,Breakfast
tangerine juice,106,24.9,1.2,0.5,22.0,0.5,0.082,Breakfast
orange juice,90,20.8,1.4,0.4,67.0,0.4,0.079,Snack
grapefruit juice,96,22.7,1.2,0.2,61.0,0.0,0.011,Lunch
pineapple grapefruit juice,118,29.0,0.5,0.3,54.0,0.3,0.077,Dinner
tamarind nectar,143,37.0,0.2,0.3,46.0,1.3,0.0,Dinner
apple juice,114,28.0,0.2,0.3,38.0,0.5,0.064,Snack
limeade,128,34.1,0.0,0.0,71.0,0.0,0.0,Breakfast
guava nectar,158,40.8,0.2,0.2,63.0,2.5,0.05,Lunch
orange grapefruit juice,106,25.4,1.5,0.2,82.0,0.2,0.009,Breakfast
orange juice sainsburys,14,0.0,0.0,0.088,0.0,0.0,2.5,Breakfast
cranberry apple juice,154,38.8,0.0,0.3,61.0,0.0,0.066,Breakfast
pineapple orange juice,125,29.5,3.3,0.0,69.0,0.3,0.0,Breakfast
pear nectar,150,39.4,0.3,0.062,56.0,1.5,0.032,Dinner
blackberry juice,95,19.5,0.8,1.5,72.0,0.3,0.095,Dinner
lemon juice,54,16.6,0.9,0.6,46.0,0.7,0.06,Breakfast
cranberry grape juice,137,34.3,0.5,0.2,79.0,0.2,0.053,Lunch
citrus fruit juice,114,28.3,0.8,0.057,51.0,0.2,0.088,Snack
prune juice,182,44.7,1.6,0.006,100.0,2.6,0.033,Lunch
guanabana nectar,148,37.5,0.3,0.4,61.0,0.3,0.096,Lunch
fruit juice,108,26.3,0.3,0.1,100.0,0.2,0.059,Lunch
horchata,15,3.3,0.1,0.2,13.0,0.0,0.0,Breakfast
fruit punch,98,24.4,0.2,0.4,80.0,0.0,0.048,Dinner
apricot nectar,139,35.7,0.9,0.2,25.0,1.5,0.07,Lunch
orangensaft ja,86,1.4,0.0,0.0,0.0,0.0,0.0,Breakfast
fruchtcocktail granini,102,1.0,0.0,0.4,0.0,0.0,0.2,Lunch
peach nectar,125,29.7,0.5,1.3,77.0,0.2,0.6,Lunch
orange pineapple juice,15,3.6,0.1,0.08,44.0,0.032,0.056,Breakfast
cranberry juice,92,24.4,0.8,0.3,93.0,0.2,0.061,Dinner
white grapefruit juice,96,22.7,1.2,0.2,18.0,0.2,0.083,Dinner
mango nectar,128,32.9,0.3,0.2,61.0,0.8,0.04,Snack
acerola cherry juice,56,11.6,1.0,0.7,82.0,0.7,0.2,Breakfast
apple juice concentrate,350,86.5,1.1,0.8,49.0,0.8,0.1,Snack
papaya nectar,143,36.3,0.4,0.4,82.0,1.5,0.1,Snack
apple juice martinellis,122,0.0,0.0,0.0,0.0,0.0,0.0,Snack
lime juice,61,20.4,1.0,0.2,14.0,1.0,0.052,Dinner
grape juice,152,37.4,0.9,0.3,3.0,0.5,0.06,Breakfast
water dannon,0,0.0,0.0,0.0,0.0,0.0,0.0,Snack
tap water,0,0.0,0.0,0.0,18.0,0.0,0.0,Breakfast
table water,0,0.0,0.0,0.0,44.0,0.0,0.0,Breakfast
fruit flavored water,52,13.0,0.0,0.0,0.0,0.0,0.0,Dinner
water,0,0.0,0.0,0.0,24.0,0.0,0.0,Snack
cola light coca cola,0,0.0,0.0,0.0,87.0,0.0,0.0,Snack
lemon lime soda,151,38.4,0.3,0.0,24.0,0.0,0.0,Breakfast
tonic water,114,29.6,0.0,0.0,49.0,0.0,0.0,Lunch
lemonade low calorie,7,1.6,0.092,0.0,13.0,0.0,0.0,Dinner
ginger ale,68,17.5,0.0,0.0,43.0,0.0,0.0,Dinner
ice tea lemon flavor nestle,88,22.3,0.0,0.0,63.0,0.0,0.0,Dinner
sprite coca cola,80,20.3,0.1,0.063,21.0,0.0,0.0,Dinner
cola coca cola,151,38.9,0.0,0.0,45.0,0.0,0.0,Snack
cola,74,19.1,0.1,0.07,72.0,0.0,0.0,Snack
cream soda,252,65.7,0.0,0.0,98.0,0.0,0.0,Lunch
club soda,0,0.0,0.0,0.0,46.0,0.0,0.0,Dinner
pink lemonade,86,21.6,0.1,0.3,10.0,0.2,0.079,Dinner
grape soda,160,41.7,0.0,0.0,42.0,0.0,0.0,Breakfast
cola without caffeine coca cola,151,38.9,0.0,0.0,40.0,0.0,0.0,Snack
white lemonade,80,20.8,0.1,0.003,20.0,0.0,0.093,Dinner
chocolate soda,207,52.6,0.0,0.0,31.0,0.0,0.0,Lunch
sweet tea lipton,130,35.0,0.0,0.0,0.0,0.0,0.0,Lunch
hibiscus tea,74,14.8,0.9,1.3,91.0,0.6,0.5,Snack
instant lemon tea,2,0.3,0.1,0.0,46.0,0.0,0.0,Lunch
pesca tea santal,116,0.0,0.0,0.0,0.0,0.0,28.1,Lunch
instant lemon tea sweetened,91,22.3,0.071,0.2,89.0,0.3,0.018,Snack
tea with milk and sugar yorkshire,15,0.4,0.0,0.5,0.0,0.0,0.3,Dinner
tea blueberry muffin tekanne,4,0.4,0.0,0.2,0.0,0.0,0.2,Dinner
chamomile tea,2,0.4,0.0,0.0,3.0,0.0,0.028,Lunch
black tea,2,0.7,0.0,0.0,91.0,0.0,0.072,Lunch
herb tea,2,0.4,0.0,0.0,64.0,0.0,0.014,Dinner
clam tomato juice,80,18.2,1.0,0.3,600.0,0.7,0.0,Snack
tomato juice,41,8.6,2.1,0.7,63.0,1.0,0.043,Lunch
vegetable juice,53,11.1,1.5,0.2,100.0,1.9,0.071,Breakfast
tomato vegetable juice,53,11.1,1.5,0.2,200.0,1.9,0.014,Snack
carrot juice,80,18.6,1.9,0.3,100.0,1.6,0.055,Lunch
acorn dried,144,15.2,2.3,8.9,0.0,0.0,1.2,Lunch
fenugreek seeds,36,6.5,2.6,0.7,90.0,2.7,0.2,Breakfast
peanut topping mcdonalds,181,4.6,7.9,15.0,0.0,0.0,2.4,Breakfast
beechnuts dried,173,10.1,1.9,15.0,68.0,0.0,1.7,Dinner
breadnut tree seeds raw,61,13.1,1.7,0.3,84.0,0.0,0.089,Snack
cumin seeds,8,0.9,0.4,0.5,73.0,0.2,0.096,Snack
pili nuts dried,863,4.8,13.0,95.5,14.0,0.0,37.4,Dinner
hazelnuts roasted,194,5.3,4.5,18.7,0.0,2.8,1.4,Snack
lupins cooked,193,15.4,25.8,4.8,400.0,4.6,0.6,Snack
hazelnuts blanched,178,4.8,3.9,17.3,0.0,3.1,1.3,Snack
brazilnuts dried,33,0.6,0.7,3.3,73.0,0.4,0.8,Snack
sunflower seeds dry roasted,47,1.9,1.5,4.0,67.0,0.9,0.4,Snack
ginkgo nuts canned,172,34.3,3.5,2.5,500.0,14.4,0.5,Breakfast
peanuts cooked,572,38.3,24.3,39.6,1400.0,15.8,5.5,Snack
pumpkin squash seeds dried,721,13.8,39.0,63.3,13.0,7.7,11.2,Breakfast
cashew nuts raw,156,8.5,5.2,12.4,20.0,0.9,2.2,Snack
sunflower seeds dried,269,9.2,9.6,23.7,14.0,4.0,2.0,Dinner
lotus seeds dried,106,20.6,4.9,0.6,24.0,0.0,0.1,Lunch
butternuts dried,734,14.5,29.9,68.4,62.0,5.6,1.6,Breakfast
sesame seeds dried,52,2.1,1.6,4.5,49.0,1.1,0.6,Snack
breadfruit seeds,57,8.8,2.2,1.7,40.0,1.6,0.5,Dinner
pinyon pine nuts dried,1,0.01,0.083,0.073,70.0,0.005,0.022,Lunch
pine nuts dried,909,17.7,18.5,92.3,86.0,5.0,6.6,Breakfast
flaxseeds,55,3.0,1.9,4.3,35.0,2.8,0.4,Lunch
safflower seed kernels dried,146,9.7,4.6,10.9,42.0,0.0,1.0,Dinner
pistachio nuts raw,691,33.8,24.9,55.8,37.0,12.7,6.8,Breakfast
peanuts raw,828,23.5,37.7,71.9,38.0,12.4,10.0,Lunch
poppy seeds,46,2.5,1.6,3.7,79.0,1.7,0.4,Snack
valencia peanuts raw,832,30.5,36.6,69.5,94.0,12.7,10.7,Breakfast
spanish peanuts,832,23.1,38.2,72.4,36.0,13.9,11.2,Lunch
dill seeds,20,3.6,1.1,1.0,37.0,1.4,0.018,Dinner
caraway seeds,22,3.3,1.3,1.0,14.0,2.5,0.03,Dinner
acorn raw,110,11.5,1.7,6.8,0.0,0.0,0.9,Breakfast
almonds roasted,182,5.3,6.4,16.6,29.0,3.2,1.3,Lunch
lotus seeds raw,25,4.9,1.2,0.1,20.0,0.0,0.097,Breakfast
chestnuts cooked,37,7.9,0.6,0.4,46.0,0.0,0.016,Breakfast
alfalfa seeds,1,0.002,0.1,0.075,48.0,0.015,0.029,Lunch
virginia peanuts roasted,173,6.0,7.8,14.6,18.0,2.7,1.9,Lunch
hazelnuts raw,471,12.5,11.2,45.6,0.0,7.3,3.3,Snack
anise seeds,7,1.1,0.4,0.3,100.0,0.3,0.06,Lunch
macadamia nuts roasted,215,4.0,2.3,22.8,64.0,2.4,3.6,Dinner
studentenfutter alnatura,139,13.2,3.1,7.8,0.0,0.031,0.9,Breakfast
pumpkin squash seeds roasted,46,1.2,2.4,3.9,45.0,0.5,0.7,Breakfast
water chestnut raw,120,29.7,1.7,0.1,97.0,3.7,0.039,Dinner
chestnuts roasted,37,7.9,0.5,0.3,43.0,0.8,0.009,Lunch
ginkgo nuts raw,52,10.6,1.2,0.5,67.0,0.0,0.029,Dinner
almonds raw,9,0.3,0.3,0.7,43.0,0.2,0.04,Dinner
peanuts roasted,180,4.6,8.4,15.8,69.0,2.8,2.6,Snack
sunflower seeds toasted,829,27.6,23.1,76.1,800.0,15.4,8.0,Dinner
sisymbrium seeds,235,43.1,9.0,3.4,47.0,0.0,0.7,Breakfast
breadnut tree seeds dried,587,127.0,13.8,2.7,91.0,23.8,0.7,Dinner
pecans raw,753,15.1,10.0,78.4,0.0,10.5,6.7,Breakfast
chia seeds dried,138,11.9,4.7,8.7,47.0,9.7,0.9,Breakfast
japanese chestnuts roasted,57,12.8,0.8,0.2,79.0,0.0,0.08,Breakfast
sesame seeds toasted,45,2.1,1.4,3.8,70.0,1.1,0.5,Lunch
cashew nuts roasted,174,9.0,5.1,14.3,91.0,1.0,2.5,Snack
lupins raw,668,72.7,65.1,17.5,9.0,34.0,2.1,Breakfast
mustard seeds ground,10,0.6,0.5,0.7,17.0,0.2,0.012,Breakfast
mixed nuts roasted,178,7.6,5.2,15.4,100.0,2.7,2.0,Lunch
salat mix alestro,61,2.4,0.0,5.2,0.0,0.0,0.9,Breakfast
chestnuts raw,309,66.0,3.5,3.3,20.0,11.7,0.6,Dinner
pistachio nuts roasted,172,8.5,6.3,13.7,8.0,3.1,1.7,Dinner
walnut,33,0.7,0.8,3.3,41.0,0.3,0.3,Snack
celery seeds,25,2.7,1.2,1.6,68.0,0.8,0.1,Breakfast
hickorynuts dried,788,21.9,15.3,77.2,53.0,7.7,8.4,Lunch
spanish peanuts roasted,851,25.7,41.2,72.1,600.0,13.1,11.1,Dinner
woca seeds dried,102,22.6,2.2,0.3,48.0,5.4,0.025,Lunch
pecans roasted,215,3.9,2.8,22.6,62.0,2.9,2.2,Lunch
fennel seeds,7,1.0,0.3,0.3,97.0,0.8,0.008,Dinner
chinese chestnuts roasted,68,14.8,1.3,0.3,52.0,0.0,0.027,Lunch
watermelon seed kernels dried,602,16.5,30.6,51.2,100.0,0.0,10.6,Dinner
macadamia nuts raw,38,0.7,0.4,4.0,11.0,0.5,0.6,Lunch
pectin,163,45.2,0.2,0.2,100.0,4.3,0.052,Dinner
black walnut dried,31,0.5,1.2,3.0,28.0,0.3,0.2,Breakfast
water chestnut canned,70,17.2,1.2,0.015,11.0,3.5,0.05,Snack
ginkgo nuts dried,98,20.5,2.9,0.6,45.0,0.0,0.1,Dinner
virginia peanuts raw,822,24.1,36.8,71.2,8.0,12.4,9.3,Dinner
valencia peanuts roasted,177,4.9,8.1,15.4,4.0,2.7,2.4,Snack
nesfit diet cereal nestle,75,0.0,0.0,0.0,0.0,0.0,14.5,Dinner
corn grits cooked,182,37.9,4.4,1.2,600.0,2.1,0.2,Dinner
amaranth flakes,134,27.0,5.9,2.7,67.0,3.6,0.5,Lunch
granola,293,32.3,8.2,14.6,10.0,5.3,2.4,Snack
muesli with fruit nuts,231,45.7,4.3,3.4,100.0,5.8,0.5,Breakfast
muesli master crumble,124,4.5,2.4,2.4,0.0,0.0,1.0,Dinner
bran flakes,131,32.2,4.0,0.8,200.0,7.3,0.2,Snack
nut cereal,245,46.2,4.0,5.9,300.0,3.6,1.0,Lunch
corn flakes,108,24.6,1.7,0.3,200.0,0.8,0.098,Breakfast
corn grits dry,36,7.7,0.7,0.2,54.0,0.4,0.022,Snack
margarine with yoghurt,88,0.073,0.058,9.8,18.0,0.0,1.9,Breakfast
sunflower seed butter,99,3.7,2.8,8.8,65.0,0.9,0.7,Breakfast
hazelnut oil,120,0.0,0.0,13.6,0.0,0.0,1.0,Breakfast
menhaden fish oil,1966,0.0,0.0,218.0,0.0,0.0,66.3,Dinner
cod liver fish oil,123,0.0,0.0,13.6,0.0,0.0,3.1,Dinner
sardine oil,123,0.0,0.0,13.6,0.0,0.0,4.1,Lunch
cupu assu oil,120,0.0,0.0,13.6,0.0,0.0,7.2,Lunch
lard,115,0.0,0.0,12.8,0.0,0.0,5.0,Snack
sesame butter,94,3.8,2.9,8.1,31.0,0.9,1.1,Lunch
margarine spread,59,0.1,0.082,6.7,19.0,0.0,1.2,Breakfast
lard vegetable oil,115,0.0,0.0,12.8,0.0,0.0,5.2,Breakfast
shortening,113,0.0,0.0,12.8,0.0,0.0,3.2,Dinner
vegetable oil spread,75,0.1,0.007,8.4,81.0,0.0,1.7,Breakfast
cottonseed oil,120,0.0,0.0,13.6,0.0,0.0,3.5,Snack
vegetable oil spread fat free,6,0.4,0.2,0.5,100.0,0.0,0.015,Breakfast
soy margarine,88,0.0,0.0,9.9,100.0,0.0,3.2,Breakfast
margarine with salt,100,0.017,0.031,11.3,100.0,0.0,2.1,Snack
margarine,102,0.018,0.037,11.5,91.0,0.0,2.2,Lunch
salmon fish oil,123,0.0,0.0,13.6,0.0,0.0,2.7,Lunch
nutmeg butter oil,1927,0.0,0.0,218.0,0.0,0.0,196.2,Snack
almond butter,98,3.0,3.4,8.9,37.0,1.6,0.7,Dinner
sour cream shoprite,60,1.0,0.0,5.0,0.0,0.0,3.5,Breakfast
ucuhuba butter oil,120,0.0,0.0,13.6,0.0,0.0,11.6,Snack
chicken fat,115,0.0,0.0,12.8,0.0,0.0,3.8,Breakfast
herring fish oil,123,0.0,0.0,13.6,0.0,0.0,2.9,Dinner
bacon grease,39,0.0,0.0,4.3,9.0,0.0,1.7,Breakfast
turkey fat,45,0.0,0.0,5.0,0.0,0.0,1.5,Snack
beef tallow,115,0.0,0.0,12.8,0.0,0.0,6.4,Breakfast
goose fat,45,0.0,0.0,5.0,0.0,0.0,1.4,Lunch
duck fat,44,0.0,0.0,5.0,0.0,0.0,1.7,Dinner
mutton tallow,45,0.0,0.0,5.0,0.0,0.0,2.4,Dinner
grapeseed oil,120,0.0,0.0,13.6,0.0,0.0,1.3,Dinner
sheanut oil,1927,0.0,0.0,218.0,0.0,0.0,101.6,Snack
almond oil,120,0.0,0.0,13.6,0.0,0.0,1.1,Dinner
sunflower oil,120,0.0,0.0,13.6,0.0,0.0,1.2,Lunch
cashew butter,94,4.4,2.8,7.9,71.0,0.3,1.6,Snack
canola oil,124,0.0,0.0,14.0,0.0,0.0,1.0,Lunch
babassu oil,1927,0.0,0.0,218.0,0.0,0.0,177.0,Breakfast
teaseed oil,120,0.0,0.0,13.6,0.0,0.0,2.9,Breakfast
avocado oil,124,0.0,0.0,14.0,0.0,0.0,1.6,Breakfast
vegetable palm kernel oil,117,0.0,0.0,13.6,0.0,0.0,11.1,Breakfast
coconut oil,117,0.0,0.0,13.6,0.0,0.0,11.2,Lunch
safflower oil,120,0.0,0.0,13.6,0.0,0.0,1.0,Snack
vegetable oil,120,0.0,0.0,13.6,0.0,0.0,2.1,Snack
apricot kernel oil,40,0.0,0.0,4.5,0.0,0.0,0.3,Dinner
peanut oil,119,0.0,0.0,13.5,0.0,0.0,2.3,Lunch
poppyseed oil,120,0.0,0.0,13.6,0.0,0.0,1.8,Breakfast
flaxseed oil,120,0.0,0.086,13.6,0.0,0.0,1.2,Lunch
tomatoseed oil,1927,0.0,0.0,218.0,0.0,0.0,42.9,Dinner
wheat germ oil,120,0.0,0.0,13.6,0.0,0.0,2.6,Dinner
sesame oil,40,0.0,0.0,4.5,0.0,0.0,0.6,Lunch
corn granola oil,124,0.0,0.0,14.0,0.0,0.0,1.1,Lunch
cocoa butter oil,120,0.0,0.0,13.6,0.0,0.0,8.1,Lunch
olive oil,119,0.0,0.0,13.5,4.0,0.0,1.9,Snack
palm kernel oil,40,0.0,0.0,4.5,98.0,0.0,4.0,Breakfast
mustard oil,124,0.0,0.0,14.0,0.0,0.0,1.6,Lunch
rice bran oil,120,0.0,0.0,13.6,0.0,0.0,2.7,Lunch
vegetable macaroni dry,308,62.9,11.0,0.9,60.0,3.6,0.1,Lunch
chow mein noodles,257,37.5,5.9,9.9,500.0,1.5,1.0,Dinner
chinese noodles,456,111.9,0.2,0.094,88.0,0.7,0.088,Dinner
vegetable macaroni cooked,172,35.7,6.1,0.1,15.0,5.8,0.037,Snack
corn pasta dry,375,83.2,7.8,2.2,27.0,11.6,0.3,Breakfast
egg noodles dry,146,27.1,5.4,1.7,95.0,1.3,0.4,Snack
whole wheat spaghetti dry,98,21.2,4.1,0.4,2.0,0.0,0.047,Breakfast
japanese soba noodles dry,95,21.1,4.1,0.2,200.0,0.0,0.084,Dinner
rice noodles dry,103,23.6,1.0,0.2,6.0,0.5,0.053,Dinner
spinach spaghetti dry,105,21.2,3.8,0.4,94.0,3.0,0.097,Dinner
egg noodles cooked,110,20.1,3.6,1.7,27.0,1.0,0.3,Snack
japanese somen noodles cooked,231,48.5,7.0,0.3,300.0,0.0,0.006,Lunch
whole wheat macaroni dry,365,78.8,15.4,1.5,28.0,8.7,0.3,Lunch
pasta marinara and ground beef sauce,41,4.1,2.5,1.6,0.0,0.5,0.5,Dinner
macaroni raw,390,78.4,13.7,1.6,97.0,3.4,0.3,Lunch
spaghetti dry,105,21.1,3.7,0.4,90.0,0.9,0.045,Lunch
fusilli cucina,100,3.4,0.0,0.4,0.0,0.0,0.1,Snack
japanese somen noodles dry,101,21.0,3.2,0.2,500.0,1.2,0.0,Breakfast
pasta cooked,301,57.3,11.8,2.4,73.0,0.0,0.3,Dinner
macaroni cooked,221,43.2,8.1,1.3,71.0,2.5,0.2,Dinner
spinach egg noodles dry,145,26.7,5.6,1.7,96.0,2.6,0.4,Snack
japanese soba noodles cooked,113,24.4,5.8,0.1,100.0,0.0,0.026,Snack
rice noodles cooked,190,42.3,3.2,0.4,75.0,1.8,0.072,Lunch
whole wheat macaroni cooked,174,37.2,7.5,0.8,57.0,3.9,0.1,Dinner
spaghetti cooked,363,71.0,13.3,2.1,89.0,4.1,0.4,Breakfast
whole wheat spaghetti cooked,174,37.2,7.5,0.8,91.0,6.3,0.1,Snack
waffle,218,24.7,5.9,10.6,400.0,0.0,2.1,Breakfast
baked taco shell,61,8.3,0.8,2.7,4.0,0.9,0.8,Breakfast
puff pastry,1367,112.0,18.1,94.3,600.0,3.7,13.5,Dinner
blueberry muffin,214,30.2,2.6,9.2,200.0,0.6,1.6,Dinner
bread crumbs,427,77.7,14.4,5.7,800.0,4.9,1.3,Snack
warm cinnamon roll mcdonalds,113,15.0,2.0,5.1,100.0,0.5,1.3,Dinner
corn muffin,201,33.7,3.9,5.5,300.0,2.2,0.9,Dinner
